rm,fc,tune.args,auc.train,cbi.train,auc.diff.avg,auc.diff.sd,auc.val.avg,auc.val.sd,cbi.val.avg,cbi.val.sd,or.10p.avg,or.10p.sd,or.mtp.avg,or.mtp.sd,AICc,delta.AICc,w.AIC,ncoef
1.5,LQ,rm.1.5_fc.LQ,0.8017146666666667,0.933,0.1038596899696238,0.043169545539648635,0.7781534630575382,0.09647513059086178,0.68725,0.2272082378201401,0.18492176386913228,0.1588858636040117,0.013157894736842105,0.02631578947368421,3206.4473491178487,38.97582357743431,3.439584500557808e-9,11
2,LQ,rm.2_fc.LQ,0.8006833333333333,0.937,0.09953256874280458,0.036267224069933233,0.7807124734574158,0.09165837135444507,0.681,0.21444968329812628,0.18492176386913228,0.1588858636040117,0.013157894736842105,0.02631578947368421,3207.292112215828,39.82058667541378,2.254592236863382e-9,11
2.5,LQ,rm.2.5_fc.LQ,0.7996033333333333,0.933,0.09754328629673431,0.03373167398603209,0.7812616500619493,0.08970971604130389,0.68375,0.19406936045307785,0.18492176386913228,0.1588858636040117,0.013157894736842105,0.02631578947368421,3208.3853806661077,40.91385512569332,1.30517209447252e-9,11
3,LQ,rm.3_fc.LQ,0.798432,0.934,0.09542669095650358,0.03091691082910604,0.7816267134522381,0.08763254749886938,0.69775,0.16171451182047125,0.1717638691322902,0.1429056609356529,0.006578947368421052,0.013157894736842105,3209.5849365311874,42.11341099077299,7.164527157223867e-10,11
3.5,LQ,rm.3.5_fc.LQ,0.7974066666666667,0.932,0.09510508499781992,0.031404481462158795,0.780271416005891,0.08790745757134164,0.7130000000000001,0.13335916416454724,0.15860597439544807,0.13032413342495516,0.006578947368421052,0.013157894736842105,3208.514101122234,41.04257558181962,1.2238170172160653e-9,10
4,LQ,rm.4_fc.LQ,0.7962773333333333,0.934,0.095189068710829,0.03165473599467878,0.778867243754319,0.08868923222636825,0.72775,0.1120100441924741,0.15860597439544807,0.13032413342495516,0.006578947368421052,0.013157894736842105,3205.3751145350466,37.90358899463217,5.879477931270045e-9,8
0.5,LQH,rm.0.5_fc.LQH,0.8762706666666666,0.96,0.08844826053602065,0.07581791482005172,0.7919462020531849,0.061547705499069016,0.837,0.09779911383374935,0.16500711237553342,0.208326647458154,0.013157894736842105,0.02631578947368421,3367.9931912114953,200.52166567108088,2.865972939158034e-44,80
1,LQH,rm.1_fc.LQH,0.8526046666666667,0.99,0.09392122268544845,0.08093659836598842,0.8243964928998754,0.06927479568344518,0.7625,0.02868797657556213,0.13851351351351351,0.17475168439971606,0.013157894736842105,0.02631578947368421,3167.4715255404144,0,0.9999966311450971,37
1.5,LQH,rm.1.5_fc.LQH,0.8430733333333333,0.981,0.09388742658013699,0.07742320758361379,0.8236636708627547,0.06927426060305632,0.769,0.08815516623166977,0.11877667140825035,0.15088409211211015,0.006578947368421052,0.013157894736842105,3213.848754859629,46.37722931921462,8.497890824974707e-11,44
2,LQH,rm.2_fc.LQH,0.8318213333333333,0.953,0.10568637030216785,0.07379513461296695,0.8127853495797835,0.07904734623278285,0.7110000000000001,0.10600314460744391,0.1253556187766714,0.1491320882468685,0.006578947368421052,0.013157894736842105,3207.675325472722,40.20379993230745,1.8614625611466402e-9,37
2.5,LQH,rm.2.5_fc.LQH,0.820718,0.97,0.11683541710803366,0.07263325360400509,0.801838079244718,0.09169309424073958,0.74,0.07783315488916016,0.13833570412517782,0.15827499395309552,0.006578947368421052,0.013157894736842105,3211.399582435636,43.928056895221744,2.89162640425993e-10,32
3,LQH,rm.3_fc.LQH,0.8150633333333334,0.967,0.1120914108335026,0.06086122509920083,0.7961427366396772,0.0942815312409759,0.7135,0.06018028470077777,0.1253556187766714,0.12007124508948418,0.006578947368421052,0.013157894736842105,3217.6248120553614,50.15328651494701,1.2863251043162041e-11,30
3.5,LQH,rm.3.5_fc.LQH,0.80883,0.953,0.1122990733844133,0.05943834872362986,0.7941715768703517,0.09498965572672104,0.71225,0.10061601926797413,0.11842105263157895,0.14333451437165082,0,0,3193.7022239939733,26.230698453558944,2.0140708296535607e-6,17
4,LQH,rm.4_fc.LQH,0.8045633333333333,0.952,0.11306496049976991,0.057840579283334484,0.7918877209384774,0.09692630495617445,0.6455,0.16379763938062927,0.11842105263157895,0.14333451437165082,0.006578947368421052,0.013157894736842105,3194.522583015093,27.0510574746786,1.33639869068136e-6,13
